cms_certification_number,n_chow,is_chow,chow_1_date,chow_2_date,chow_3_date,chow_4_date,chow_5_date
315122,1,1,2021-07-01,,,,
315124,0,0,,,,,
315125,1,1,2021-10-21,,,,
315126,1,1,2015-12-13,,,,
315128,1,1,2022-04-28,,,,
315129,0,0,,,,,
315131,1,1,2020-04-30,,,,
315132,0,0,,,,,
315133,0,0,,,,,
315134,1,1,2019-01-31,,,,
315135,1,1,2019-03-14,,,,
315136,2,1,2018-01-01,2023-03-15,,,
315137,1,1,2021-08-17,,,,
315138,0,0,,,,,
315140,1,1,2023-03-31,,,,
315141,0,0,,,,,
315142,0,0,,,,,
315143,0,0,,,,,
315144,0,0,,,,,
315146,0,0,,,,,
315147,1,1,2021-12-31,,,,
315149,0,0,,,,,
315151,0,0,,,,,
315152,0,0,,,,,
315153,0,0,,,,,
315157,2,1,2019-11-30,2020-03-17,,,
315158,0,0,,,,,
315159,0,0,,,,,
315161,0,0,,,,,
315164,1,1,2020-11-29,,,,
315166,0,0,,,,,
315171,0,0,,,,,
315174,0,0,,,,,
315176,0,0,,,,,
315177,0,0,,,,,
315178,1,1,2021-10-18,,,,
315179,0,0,,,,,
315180,1,1,2016-04-20,,,,
315182,0,0,,,,,
315183,0,0,,,,,
315185,1,1,2018-06-12,,,,
315187,1,1,2022-05-09,,,,
315190,0,0,,,,,
315192,0,0,,,,,
315193,0,0,,,,,
315194,0,0,,,,,
315195,1,1,2016-09-07,,,,
315196,0,0,,,,,
315198,0,0,,,,,
315199,0,0,,,,,
315200,1,1,2017-07-01,,,,
315201,1,1,2020-01-31,,,,
315202,0,0,,,,,
315204,0,0,,,,,
315205,0,0,,,,,
315206,1,1,2022-03-11,,,,
315207,1,1,2021-07-01,,,,
315209,0,0,,,,,
315210,0,0,,,,,
315212,0,0,,,,,
315213,0,0,,,,,
315214,0,0,,,,,
315215,0,0,,,,,
315216,1,1,2021-06-30,,,,
315217,0,0,,,,,
315218,1,1,2021-12-01,,,,
315219,1,1,2021-07-01,,,,
315221,1,1,2018-06-12,,,,
315222,0,0,,,,,
315223,1,1,2023-08-01,,,,
315224,0,0,,,,,
315225,1,1,2019-02-01,,,,
315226,0,0,,,,,
315228,1,1,2021-07-01,,,,
315229,0,0,,,,,
315231,1,1,2023-07-06,,,,
315233,0,0,,,,,
315234,0,0,,,,,
315235,0,0,,,,,
315236,0,0,,,,,
315237,0,0,,,,,
315240,0,0,,,,,
315243,0,0,,,,,
315244,1,1,2019-05-31,,,,
315245,0,0,,,,,
315246,0,0,,,,,
315247,1,1,2019-06-30,,,,
315248,1,1,2017-05-31,,,,
315249,0,0,,,,,
315251,1,1,2018-01-01,,,,
315252,2,1,2018-01-01,2023-03-15,,,
315253,0,0,,,,,
315254,0,0,,,,,
315255,0,0,,,,,
315256,1,1,2020-01-02,,,,
315257,1,1,2020-02-01,,,,
315259,0,0,,,,,
315261,1,1,2022-09-28,,,,
315262,0,0,,,,,
315263,0,0,,,,,
315264,1,1,2018-06-12,,,,
315265,1,1,2017-10-01,,,,
315266,0,0,,,,,
315267,0,0,,,,,
315268,1,1,2022-05-09,,,,
315269,1,1,2018-07-31,,,,
315271,0,0,,,,,
315273,1,1,2020-04-30,,,,
315274,1,1,2018-06-12,,,,
315275,0,0,,,,,
315276,1,1,2021-12-26,,,,
315279,2,1,2018-01-01,2021-02-01,,,
315280,1,1,2016-12-31,,,,
315282,1,1,2021-12-27,,,,
315283,0,0,,,,,
315284,1,1,2021-12-27,,,,
315286,1,1,2019-06-01,,,,
315288,1,1,2022-09-15,,,,
315289,0,0,,,,,
315290,0,0,,,,,
315291,2,1,2016-02-29,2016-03-01,,,
315292,0,0,,,,,
315293,2,1,2020-04-30,2023-10-17,,,
315294,0,0,,,,,
315295,2,1,2019-06-30,2023-03-15,,,
315297,1,1,2019-11-22,,,,
315298,0,0,,,,,
315299,0,0,,,,,
315300,0,0,,,,,
315302,0,0,,,,,
315303,1,1,2017-10-31,,,,
315304,0,0,,,,,
315305,1,1,2021-11-30,,,,
315306,0,0,,,,,
315307,2,1,2018-01-01,2023-03-15,,,
315308,0,0,,,,,
315309,0,0,,,,,
315310,1,1,2021-12-29,,,,
315311,1,1,2022-07-01,,,,
315312,0,0,,,,,
315313,0,0,,,,,
315314,1,1,2018-06-10,,,,
315316,1,1,2021-07-01,,,,
315317,1,1,2021-12-27,,,,
315318,0,0,,,,,
315320,1,1,2019-08-31,,,,
315321,1,1,2017-04-04,,,,
315322,0,0,,,,,
315324,0,0,,,,,
315327,0,0,,,,,
315328,0,0,,,,,
315329,1,1,2016-05-06,,,,
315330,1,1,2021-07-01,,,,
315331,1,1,2017-06-15,,,,
315332,0,0,,,,,
315333,1,1,2019-08-31,,,,
315335,2,1,2016-02-29,2016-03-01,,,
315336,0,0,,,,,
315337,0,0,,,,,
315338,1,1,2023-02-01,,,,
315339,0,0,,,,,
315340,0,0,,,,,
315341,1,1,2023-04-01,,,,
315342,2,1,2018-01-01,2023-03-15,,,
315343,0,0,,,,,
315344,1,1,2022-07-25,,,,
315346,0,0,,,,,
315347,0,0,,,,,
315348,0,0,,,,,
315349,1,1,2021-07-01,,,,
315350,0,0,,,,,
315351,0,0,,,,,
315352,0,0,,,,,
315353,0,0,,,,,
315354,0,0,,,,,
315355,1,1,2021-12-19,,,,
315356,0,0,,,,,
315357,0,0,,,,,
315358,0,0,,,,,
315359,0,0,,,,,
315360,0,0,,,,,
315361,0,0,,,,,
315362,1,1,2021-07-01,,,,
315363,0,0,,,,,
315364,0,0,,,,,
315365,2,1,2018-01-01,2023-03-15,,,
315366,0,0,,,,,
315367,0,0,,,,,
315368,0,0,,,,,
315369,0,0,,,,,
315370,2,1,2016-04-15,2021-09-01,,,
315372,0,0,,,,,
315374,0,0,,,,,
315375,0,0,,,,,
315377,0,0,,,,,
315378,0,0,,,,,
315381,0,0,,,,,
315383,0,0,,,,,
315384,0,0,,,,,
315386,1,1,2020-12-20,,,,
315387,1,1,2015-12-31,,,,
315388,0,0,,,,,
315390,1,1,2022-12-29,,,,
315392,0,0,,,,,
315393,0,0,,,,,
315394,0,0,,,,,
315396,1,1,2022-12-11,,,,
315397,1,1,2016-01-01,,,,
315402,0,0,,,,,
315404,0,0,,,,,
315405,0,0,,,,,
315409,1,1,2016-01-31,,,,
315413,0,0,,,,,
315414,1,1,2022-03-31,,,,
315416,0,0,,,,,
315417,0,0,,,,,
315418,0,0,,,,,
315419,0,0,,,,,
315421,0,0,,,,,
315422,0,0,,,,,
315423,0,0,,,,,
315425,0,0,,,,,
315426,0,0,,,,,
315427,0,0,,,,,
315429,0,0,,,,,
315433,0,0,,,,,
315434,1,1,2018-10-02,,,,
315435,2,1,2018-10-02,2018-10-03,,,
315436,0,0,,,,,
315437,0,0,,,,,
315438,2,1,2016-02-29,2016-03-01,,,
315439,0,0,,,,,
315441,0,0,,,,,
315445,0,0,,,,,
315448,1,1,2022-05-31,,,,
315449,0,0,,,,,
315451,1,1,2022-08-31,,,,
315452,0,0,,,,,
315453,1,1,2019-08-31,,,,
315454,0,0,,,,,
315455,0,0,,,,,
315456,1,1,2023-10-31,,,,
315457,0,0,,,,,
315458,0,0,,,,,
315459,0,0,,,,,
315460,2,1,2019-06-30,2023-09-27,,,
315461,1,1,2022-04-28,,,,
315462,0,0,,,,,
315463,2,1,2016-02-29,2016-03-01,,,
315464,0,0,,,,,
315465,0,0,,,,,
315466,0,0,,,,,
315467,0,0,,,,,
315468,0,0,,,,,
315469,0,0,,,,,
315471,0,0,,,,,
315472,0,0,,,,,
315473,0,0,,,,,
315476,0,0,,,,,
315477,0,0,,,,,
315479,0,0,,,,,
315480,0,0,,,,,
315482,0,0,,,,,
315483,0,0,,,,,
315485,0,0,,,,,
315486,0,0,,,,,
315487,0,0,,,,,
315488,0,0,,,,,
315491,0,0,,,,,
315492,1,1,2022-10-24,,,,
315494,0,0,,,,,
315496,0,0,,,,,
315497,1,1,2021-08-04,,,,
315499,0,0,,,,,
315500,0,0,,,,,
315501,2,1,2018-01-01,2023-03-15,,,
315502,0,0,,,,,
315503,0,0,,,,,
315504,0,0,,,,,
315506,0,0,,,,,
315507,0,0,,,,,
315508,1,1,2022-04-01,,,,
315509,0,0,,,,,
315510,0,0,,,,,
315511,0,0,,,,,
315513,0,0,,,,,
315514,1,1,2021-12-27,,,,
315515,0,0,,,,,
315516,0,0,,,,,
315517,0,0,,,,,
315518,0,0,,,,,
315519,1,1,2021-06-30,,,,
315520,0,0,,,,,
315521,2,1,2016-05-05,2022-04-30,,,
315522,0,0,,,,,
315523,0,0,,,,,
315524,1,1,2017-08-08,,,,
315525,0,0,,,,,
315526,2,1,2018-05-21,2021-07-01,,,
315527,0,0,,,,,
315528,1,1,2018-12-21,,,,
315529,0,0,,,,,
325030,1,1,2018-12-01,,,,
325032,0,0,,,,,
325033,0,0,,,,,
325034,0,0,,,,,
325035,0,0,,,,,
325036,0,0,,,,,
325037,0,0,,,,,
325038,1,1,2018-11-01,,,,
325039,1,1,2018-12-05,,,,
325040,1,1,2019-05-07,,,,
325042,0,0,,,,,
325043,1,1,2023-04-28,,,,
325044,0,0,,,,,
325045,0,0,,,,,
325047,0,0,,,,,
325048,1,1,2020-01-01,,,,
325054,0,0,,,,,
325056,0,0,,,,,
325057,1,1,2019-05-07,,,,
325058,0,0,,,,,
325059,0,0,,,,,
325060,2,1,2017-12-31,2019-05-07,,,
325061,0,0,,,,,
325062,1,1,2023-04-21,,,,
325064,0,0,,,,,
325065,1,1,2023-07-01,,,,
325066,1,1,2018-11-01,,,,
325067,0,0,,,,,
325068,0,0,,,,,
325069,0,0,,,,,
325070,1,1,2018-11-01,,,,
325071,1,1,2019-05-07,,,,
325073,0,0,,,,,
325074,0,0,,,,,
325076,0,0,,,,,
325077,0,0,,,,,
325078,0,0,,,,,
325079,0,0,,,,,
325080,0,0,,,,,
325083,0,0,,,,,
325084,0,0,,,,,
325085,0,0,,,,,
325086,1,1,2023-03-21,,,,
325087,0,0,,,,,
325091,1,1,2018-11-01,,,,
325092,0,0,,,,,
325100,1,1,2018-11-01,,,,
325103,0,0,,,,,
325104,0,0,,,,,
325105,1,1,2021-12-01,,,,
325108,0,0,,,,,
325111,0,0,,,,,
325112,0,0,,,,,
325113,0,0,,,,,
325114,1,1,2023-03-01,,,,
325116,0,0,,,,,
325117,1,1,2023-03-21,,,,
325118,0,0,,,,,
325119,0,0,,,,,
325120,0,0,,,,,
325121,0,0,,,,,
325122,0,0,,,,,
325123,1,1,2022-06-01,,,,
325125,0,0,,,,,
325126,1,1,2022-06-30,,,,
325127,1,1,2018-05-01,,,,
325128,1,1,2018-12-05,,,,
325129,1,1,2019-05-07,,,,
325130,1,1,2016-04-01,,,,
325131,0,0,,,,,
325132,0,0,,,,,
325133,0,0,,,,,
325134,0,0,,,,,
325214,0,0,,,,,
335003,0,0,,,,,
335004,1,1,2016-02-24,,,,
335005,0,0,,,,,
335006,0,0,,,,,
335008,0,0,,,,,
335011,0,0,,,,,
335014,0,0,,,,,
335015,0,0,,,,,
335017,0,0,,,,,
335019,0,0,,,,,
335020,0,0,,,,,
335022,0,0,,,,,
335023,0,0,,,,,
335024,0,0,,,,,
335027,0,0,,,,,
335028,0,0,,,,,
335030,0,0,,,,,
335040,0,0,,,,,
335044,0,0,,,,,
335046,0,0,,,,,
335048,0,0,,,,,
335050,0,0,,,,,
335053,0,0,,,,,
335056,0,0,,,,,
335061,0,0,,,,,
335063,0,0,,,,,
335067,0,0,,,,,
335068,0,0,,,,,
335069,0,0,,,,,
335070,0,0,,,,,
335074,0,0,,,,,
335077,1,1,2014-11-01,,,,
335078,0,0,,,,,
335079,0,0,,,,,
335080,0,0,,,,,
335081,0,0,,,,,
335082,0,0,,,,,
335083,0,0,,,,,
335087,0,0,,,,,
335090,0,0,,,,,
335091,0,0,,,,,
335093,0,0,,,,,
335096,0,0,,,,,
335097,0,0,,,,,
335100,0,0,,,,,
335103,0,0,,,,,
335104,0,0,,,,,
335105,0,0,,,,,
335108,0,0,,,,,
335110,0,0,,,,,
335112,0,0,,,,,
335125,0,0,,,,,
335128,0,0,,,,,
335130,0,0,,,,,
335131,0,0,,,,,
335132,0,0,,,,,
335133,0,0,,,,,
335136,0,0,,,,,
335139,0,0,,,,,
335140,0,0,,,,,
335141,0,0,,,,,
335142,0,0,,,,,
335143,0,0,,,,,
335146,0,0,,,,,
335148,0,0,,,,,
335154,0,0,,,,,
335155,1,1,2019-01-01,,,,
335156,0,0,,,,,
335158,0,0,,,,,
335159,1,1,2016-06-01,,,,
335160,0,0,,,,,
335161,0,0,,,,,
335162,0,0,,,,,
335163,0,0,,,,,
335164,1,1,2015-12-01,,,,
335165,0,0,,,,,
335168,0,0,,,,,
335172,1,1,2015-05-05,,,,
335174,0,0,,,,,
335175,1,1,2018-01-24,,,,
335176,0,0,,,,,
335178,0,0,,,,,
335180,0,0,,,,,
335182,0,0,,,,,
335184,0,0,,,,,
335185,1,1,2017-04-03,,,,
335187,0,0,,,,,
335188,0,0,,,,,
335190,0,0,,,,,
335196,0,0,,,,,
335197,0,0,,,,,
335199,0,0,,,,,
335201,0,0,,,,,
335202,0,0,,,,,
335208,0,0,,,,,
335210,0,0,,,,,
335211,1,1,2019-02-28,,,,
335212,1,1,2015-01-01,,,,
335213,1,1,2017-05-19,,,,
335214,0,0,,,,,
335216,0,0,,,,,
335218,0,0,,,,,
335219,0,0,,,,,
335224,0,0,,,,,
335225,0,0,,,,,
335226,0,0,,,,,
335227,0,0,,,,,
335228,0,0,,,,,
335229,0,0,,,,,
335231,0,0,,,,,
335232,0,0,,,,,
335233,0,0,,,,,
335236,1,1,2018-05-01,,,,
335238,0,0,,,,,
335239,0,0,,,,,
335243,0,0,,,,,
335245,0,0,,,,,
335247,0,0,,,,,
335248,0,0,,,,,
335249,0,0,,,,,
335250,0,0,,,,,
335252,0,0,,,,,
335253,0,0,,,,,
335254,0,0,,,,,
335255,0,0,,,,,
335256,0,0,,,,,
335257,0,0,,,,,
335259,0,0,,,,,
335261,0,0,,,,,
335263,0,0,,,,,
335265,0,0,,,,,
335266,0,0,,,,,
335267,0,0,,,,,
335268,0,0,,,,,
335269,0,0,,,,,
335271,0,0,,,,,
335273,0,0,,,,,
335274,0,0,,,,,
335275,0,0,,,,,
335279,0,0,,,,,
335280,0,0,,,,,
335281,0,0,,,,,
335283,0,0,,,,,
335284,0,0,,,,,
335285,0,0,,,,,
335286,0,0,,,,,
335287,0,0,,,,,
335288,0,0,,,,,
335290,0,0,,,,,
335291,0,0,,,,,
335292,0,0,,,,,
335294,0,0,,,,,
335296,0,0,,,,,
335297,1,1,2012-08-06,,,,
335299,0,0,,,,,
335300,0,0,,,,,
335301,0,0,,,,,
335306,0,0,,,,,
335309,0,0,,,,,
335310,0,0,,,,,
335311,0,0,,,,,
335312,0,0,,,,,
335314,0,0,,,,,
335316,1,1,2018-08-30,,,,
335317,0,0,,,,,
335320,0,0,,,,,
335321,0,0,,,,,
335322,0,0,,,,,
335323,0,0,,,,,
335325,0,0,,,,,
335326,0,0,,,,,
335327,0,0,,,,,
335328,0,0,,,,,
335330,0,0,,,,,
335331,0,0,,,,,
335332,0,0,,,,,
335333,0,0,,,,,
335334,1,1,2012-08-06,,,,
335336,0,0,,,,,
335338,1,1,2017-12-15,,,,
335340,0,0,,,,,
335341,0,0,,,,,
335342,0,0,,,,,
335344,0,0,,,,,
335346,0,0,,,,,
335347,0,0,,,,,
335348,0,0,,,,,
335349,0,0,,,,,
335350,0,0,,,,,
335353,0,0,,,,,
335357,0,0,,,,,
335358,0,0,,,,,
335363,0,0,,,,,
335365,0,0,,,,,
335366,0,0,,,,,
335371,0,0,,,,,
335372,0,0,,,,,
335373,0,0,,,,,
335374,0,0,,,,,
335376,0,0,,,,,
335377,0,0,,,,,
335378,0,0,,,,,
335379,0,0,,,,,
335380,0,0,,,,,
335382,0,0,,,,,
335383,0,0,,,,,
335386,0,0,,,,,
335387,0,0,,,,,
335388,0,0,,,,,
335389,1,1,2023-04-21,,,,
335390,0,0,,,,,
335391,0,0,,,,,
335392,1,1,2016-08-19,,,,
335393,0,0,,,,,
335394,0,0,,,,,
335396,0,0,,,,,
335397,0,0,,,,,
335398,0,0,,,,,
335399,0,0,,,,,
335400,0,0,,,,,
335401,0,0,,,,,
335402,0,0,,,,,
335404,0,0,,,,,
335405,0,0,,,,,
335406,0,0,,,,,
335407,0,0,,,,,
335408,0,0,,,,,
335409,0,0,,,,,
335410,1,1,2019-02-28,,,,
335411,0,0,,,,,
335412,1,1,2014-10-14,,,,
335413,0,0,,,,,
335415,0,0,,,,,
335416,0,0,,,,,
335418,0,0,,,,,
335421,0,0,,,,,
335422,0,0,,,,,
335423,0,0,,,,,
335424,0,0,,,,,
335425,0,0,,,,,
335426,0,0,,,,,
335429,1,1,2018-01-22,,,,
335431,0,0,,,,,
335432,0,0,,,,,
335434,0,0,,,,,
335437,0,0,,,,,
335438,0,0,,,,,
335439,1,1,2020-04-07,,,,
335440,0,0,,,,,
335441,0,0,,,,,
335445,0,0,,,,,
335446,0,0,,,,,
335447,0,0,,,,,
335448,0,0,,,,,
335449,0,0,,,,,
335451,0,0,,,,,
335454,0,0,,,,,
335455,0,0,,,,,
335457,0,0,,,,,
335458,0,0,,,,,
335459,0,0,,,,,
335460,0,0,,,,,
335461,0,0,,,,,
335462,0,0,,,,,
335464,0,0,,,,,
335465,0,0,,,,,
335466,0,0,,,,,
335467,0,0,,,,,
335468,0,0,,,,,
335470,0,0,,,,,
335471,0,0,,,,,
335472,0,0,,,,,
335473,0,0,,,,,
335474,0,0,,,,,
335475,0,0,,,,,
335476,0,0,,,,,
335478,0,0,,,,,
335480,0,0,,,,,
335481,1,1,2016-09-28,,,,
335482,1,1,2018-04-10,,,,
335483,0,0,,,,,
335484,0,0,,,,,
335485,0,0,,,,,
335486,0,0,,,,,
335487,0,0,,,,,
335488,0,0,,,,,
335489,0,0,,,,,
335490,0,0,,,,,
335491,0,0,,,,,
335493,0,0,,,,,
335494,0,0,,,,,
335495,0,0,,,,,
335497,0,0,,,,,
335498,0,0,,,,,
335500,1,1,2018-01-30,,,,
335502,0,0,,,,,
335503,0,0,,,,,
335504,0,0,,,,,
335505,0,0,,,,,
335506,0,0,,,,,
335507,0,0,,,,,
335508,0,0,,,,,
335510,1,1,2018-06-30,,,,
335511,0,0,,,,,
335513,0,0,,,,,
335514,0,0,,,,,
335515,0,0,,,,,
335516,0,0,,,,,
335517,0,0,,,,,
335518,0,0,,,,,
335520,0,0,,,,,
335521,0,0,,,,,
335522,1,1,2018-06-26,,,,
335523,0,0,,,,,
335524,0,0,,,,,
335525,0,0,,,,,
335526,0,0,,,,,
335527,0,0,,,,,
335528,1,1,2016-01-01,,,,
335531,0,0,,,,,
335532,1,1,2018-01-01,,,,
335533,0,0,,,,,
335534,0,0,,,,,
335537,0,0,,,,,
335538,0,0,,,,,
335539,0,0,,,,,
335540,1,1,2016-11-10,,,,
335541,0,0,,,,,
335543,0,0,,,,,
335545,0,0,,,,,
335546,0,0,,,,,
335548,0,0,,,,,
335549,0,0,,,,,
335554,0,0,,,,,
335555,1,1,2016-06-01,,,,
335556,0,0,,,,,
335557,0,0,,,,,
335558,0,0,,,,,
335559,0,0,,,,,
335560,0,0,,,,,
335561,0,0,,,,,
335562,0,0,,,,,
335564,0,0,,,,,
335565,0,0,,,,,
335566,0,0,,,,,
335568,0,0,,,,,
335569,0,0,,,,,
335570,0,0,,,,,
335571,0,0,,,,,
335572,0,0,,,,,
335573,0,0,,,,,
335574,0,0,,,,,
335576,0,0,,,,,
335577,0,0,,,,,
335578,0,0,,,,,
335579,0,0,,,,,
335581,0,0,,,,,
335582,0,0,,,,,
335583,0,0,,,,,
335585,0,0,,,,,
335586,0,0,,,,,
335587,0,0,,,,,
335588,0,0,,,,,
335589,0,0,,,,,
335590,0,0,,,,,
335592,0,0,,,,,
335593,0,0,,,,,
335595,0,0,,,,,
335596,0,0,,,,,
335598,0,0,,,,,
335600,0,0,,,,,
335601,0,0,,,,,
335603,0,0,,,,,
335604,0,0,,,,,
335606,0,0,,,,,
335607,0,0,,,,,
335609,0,0,,,,,
335610,0,0,,,,,
335611,0,0,,,,,
335612,0,0,,,,,
335613,0,0,,,,,
335614,0,0,,,,,
335615,0,0,,,,,
335617,0,0,,,,,
335618,0,0,,,,,
335619,0,0,,,,,
335620,0,0,,,,,
335621,0,0,,,,,
335625,0,0,,,,,
335626,1,1,2015-09-01,,,,
335627,0,0,,,,,
335628,0,0,,,,,
335629,0,0,,,,,
335631,0,0,,,,,
335632,0,0,,,,,
335634,0,0,,,,,
335635,0,0,,,,,
335636,0,0,,,,,
335637,0,0,,,,,
335638,0,0,,,,,
335640,2,1,2018-10-29,2021-11-05,,,
335641,0,0,,,,,
335642,0,0,,,,,
335644,0,0,,,,,
335645,0,0,,,,,
335647,0,0,,,,,
335648,0,0,,,,,
335649,0,0,,,,,
335652,0,0,,,,,
335653,0,0,,,,,
335655,0,0,,,,,
335656,0,0,,,,,
335657,0,0,,,,,
335658,0,0,,,,,
335659,0,0,,,,,
335661,0,0,,,,,
335662,0,0,,,,,
335663,0,0,,,,,
335666,0,0,,,,,
335667,0,0,,,,,
335668,0,0,,,,,
335672,0,0,,,,,
335673,0,0,,,,,
335674,0,0,,,,,
335675,0,0,,,,,
335676,0,0,,,,,
335677,0,0,,,,,
335678,0,0,,,,,
335679,0,0,,,,,
335680,0,0,,,,,
335681,0,0,,,,,
335682,0,0,,,,,
335683,0,0,,,,,
335684,0,0,,,,,
335685,0,0,,,,,
335687,0,0,,,,,
335690,0,0,,,,,
335691,0,0,,,,,
335693,0,0,,,,,
335694,0,0,,,,,
335695,0,0,,,,,
335696,0,0,,,,,
335697,0,0,,,,,
335701,0,0,,,,,
335703,0,0,,,,,
335704,0,0,,,,,
335710,0,0,,,,,
335711,0,0,,,,,
335713,0,0,,,,,
335714,0,0,,,,,
335716,0,0,,,,,
335718,0,0,,,,,
335719,0,0,,,,,
335720,0,0,,,,,
335721,0,0,,,,,
335723,0,0,,,,,
335724,0,0,,,,,
335725,0,0,,,,,
335726,0,0,,,,,
335727,0,0,,,,,
335730,0,0,,,,,
335732,0,0,,,,,
335734,0,0,,,,,
335735,0,0,,,,,
335737,0,0,,,,,
335738,0,0,,,,,
335739,0,0,,,,,
335742,0,0,,,,,
335744,0,0,,,,,
335746,0,0,,,,,
335747,0,0,,,,,
335748,0,0,,,,,
335750,0,0,,,,,
335751,0,0,,,,,
335752,0,0,,,,,
335753,0,0,,,,,
335755,0,0,,,,,
335756,0,0,,,,,
335757,0,0,,,,,
335758,0,0,,,,,
335759,0,0,,,,,
335760,0,0,,,,,
335761,0,0,,,,,
335762,0,0,,,,,
335763,0,0,,,,,
335764,0,0,,,,,
335765,1,1,2018-09-30,,,,
335766,0,0,,,,,
335767,0,0,,,,,
335769,0,0,,,,,
335770,0,0,,,,,
335771,0,0,,,,,
335772,0,0,,,,,
335774,0,0,,,,,
335775,0,0,,,,,
335777,0,0,,,,,
335778,0,0,,,,,
335780,0,0,,,,,
335782,0,0,,,,,
335784,0,0,,,,,
335786,0,0,,,,,
335787,0,0,,,,,
335788,0,0,,,,,
335789,0,0,,,,,
335790,0,0,,,,,
335791,0,0,,,,,
335792,0,0,,,,,
335793,0,0,,,,,
335794,0,0,,,,,
335795,0,0,,,,,
335796,0,0,,,,,
335797,0,0,,,,,
335798,0,0,,,,,
335799,0,0,,,,,
335800,0,0,,,,,
335801,0,0,,,,,
335802,0,0,,,,,
335803,0,0,,,,,
335804,3,1,2015-01-01,2017-05-18,2017-05-19,,
335805,0,0,,,,,
335806,0,0,,,,,
335808,0,0,,,,,
335809,0,0,,,,,
335810,0,0,,,,,
335811,1,1,2011-01-01,,,,
335812,0,0,,,,,
335814,0,0,,,,,
335815,0,0,,,,,
335816,0,0,,,,,
335817,0,0,,,,,
335818,0,0,,,,,
335819,0,0,,,,,
335820,0,0,,,,,
335822,0,0,,,,,
335824,0,0,,,,,
335825,0,0,,,,,
335826,1,1,2020-05-04,,,,
335827,0,0,,,,,
335828,0,0,,,,,
335829,0,0,,,,,
335830,0,0,,,,,
335831,0,0,,,,,
335832,0,0,,,,,
335833,0,0,,,,,
335834,0,0,,,,,
335835,0,0,,,,,
335837,0,0,,,,,
335838,0,0,,,,,
335839,0,0,,,,,
335840,0,0,,,,,
335842,0,0,,,,,
335843,0,0,,,,,
335844,0,0,,,,,
335845,0,0,,,,,
335847,0,0,,,,,
335848,0,0,,,,,
335849,0,0,,,,,
335850,0,0,,,,,
335854,0,0,,,,,
335858,0,0,,,,,
335859,0,0,,,,,
335860,0,0,,,,,
335861,0,0,,,,,
335863,0,0,,,,,
335865,0,0,,,,,
335872,0,0,,,,,
335875,0,0,,,,,
335876,0,0,,,,,
335878,0,0,,,,,
345000,1,1,2017-04-01,,,,
345001,0,0,,,,,
345002,0,0,,,,,
345003,0,0,,,,,
345006,0,0,,,,,
345008,2,1,2017-06-05,2019-05-01,,,
345009,0,0,,,,,
345010,2,1,2017-06-05,2018-08-01,,,
345011,1,1,2018-04-01,,,,
345013,0,0,,,,,
345014,2,1,2016-11-01,2019-02-01,,,
345015,0,0,,,,,
345024,0,0,,,,,
345026,0,0,,,,,
345036,1,1,2016-01-01,,,,
345039,0,0,,,,,
345044,0,0,,,,,
345045,1,1,2019-10-01,,,,
345048,0,0,,,,,
345049,0,0,,,,,
345050,0,0,,,,,
345051,0,0,,,,,
345053,0,0,,,,,
345061,0,0,,,,,
345063,2,1,2018-06-01,2019-10-01,,,
345066,1,1,2022-12-01,,,,
345070,1,1,2016-09-28,,,,
345072,0,0,,,,,
345077,0,0,,,,,
345078,0,0,,,,,
345080,1,1,2022-07-01,,,,
345081,2,1,2017-09-01,2019-06-01,,,
345083,1,1,2019-12-01,,,,
345088,0,0,,,,,
345089,0,0,,,,,
345090,0,0,,,,,
345091,0,0,,,,,
345092,2,1,2016-09-28,2019-05-01,,,
345093,0,0,,,,,
345095,1,1,2014-05-09,,,,
345096,1,1,2021-02-01,,,,
345097,1,1,2020-02-01,,,,
345101,0,0,,,,,
345102,1,1,2016-09-28,,,,
345103,1,1,2022-12-01,,,,
345104,0,0,,,,,
345105,0,0,,,,,
345106,0,0,,,,,
345109,0,0,,,,,
345110,0,0,,,,,
345111,0,0,,,,,
345113,0,0,,,,,
345115,1,1,2019-05-01,,,,
345116,2,1,2016-11-01,2019-02-01,,,
345119,0,0,,,,,
345123,0,0,,,,,
345124,0,0,,,,,
345126,0,0,,,,,
345127,0,0,,,,,
345128,1,1,2019-02-01,,,,
345129,1,1,2019-02-19,,,,
345130,2,1,2018-06-01,2019-10-01,,,
345131,1,1,2017-12-01,,,,
345132,0,0,,,,,
345133,2,1,2018-06-01,2019-10-01,,,
345134,2,1,2018-06-01,2019-10-01,,,
345137,0,0,,,,,
345138,0,0,,,,,
345140,1,1,2022-12-01,,,,
345142,0,0,,,,,
345143,0,0,,,,,
345144,0,0,,,,,
345145,1,1,2020-10-01,,,,
345146,0,0,,,,,
345148,0,0,,,,,
345149,1,1,2018-04-01,,,,
345150,1,1,2023-03-01,,,,
345151,0,0,,,,,
345152,0,0,,,,,
345153,0,0,,,,,
345155,1,1,2019-07-01,,,,
345156,0,0,,,,,
345159,0,0,,,,,
345160,0,0,,,,,
345161,0,0,,,,,
345162,1,1,2018-07-01,,,,
345163,1,1,2022-12-01,,,,
345164,0,0,,,,,
345165,0,0,,,,,
345167,1,1,2020-02-01,,,,
345168,2,1,2016-11-01,2022-03-01,,,
345169,1,1,2022-07-01,,,,
345170,0,0,,,,,
345171,0,0,,,,,
345172,0,0,,,,,
345173,0,0,,,,,
